company,location,country,year,capex,currency,capex_2025_eur,capacity,facility_size_m2,source_url,confidence_score
Klement's Sausage Company,"Milwaukee, Wisconsin",US,2019,8.0,USD,9.33,,5110,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Koch Foods,"Fairfield, Ohio",US,2019,15.0,USD,17.49,,4181,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Kontos Foods,"Patterson, New Jersey",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Kraft Heinz,"Garland, Texas",US,2019,17.0,USD,19.82,,3716,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Kroger,"Dallas, Texas",US,2022,,,,,32516,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Kroger,"Florence, Kentucky",US,2019,17.0,USD,19.82,,62617,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Kroger,"Forest Park, Georgia",US,2019,121.0,USD,141.1,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Kroger,"Groveland, Florida",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Kroger,"Keosha, Wisconsin",US,2019,22.0,USD,25.65,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Kroger,"Layton, Utah",US,2019,5.0,USD,5.83,,929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Kroger,"Monroe, Ohio",US,2019,55.0,USD,64.14,,31123,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
La Colombe,"Norton Shores, Michigan",US,2019,,,,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Lakeside Foods,"Manitowoc, Indiana",US,2019,40.0,USD,46.65,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Lane Southern Orchards,"Fort Valley, Georgia",US,2019,4.0,USD,4.66,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Leprino Foods,"Fort Morgan, Colorado",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Leprino Foods,"Greeley, Colorado",US,2020,,,,,52304,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Leprino Foods,"Roswell, New Mexico",US,2021,,,,,1394,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Leprino Foods,"Tracy, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
LifeLine Foods,"St. Joseph, Missouri",US,2019,12.0,USD,13.99,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Lindt & Spruengli,"Stratham, New Hampshire",US,2022,200.0,USD,203.74,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Lineage Logistics,"Vernon, California",US,2019,49.0,USD,57.14,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Lionchase Holdings,"Texarkana, Texas",US,2019,20.0,USD,23.32,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Litehouse,"Danville, Virginia",US,2019,46.0,USD,53.64,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Little Leaf Farms,"Burnsvile, North Carolina",US,2019,86.0,USD,100.29,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Living Greens Farms,"Faribault, Minnesota",US,2019,2.0,USD,2.33,,650,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Log Still Distilling,"New Haven, Kentucky",US,2019,12.0,USD,13.99,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Lopez Foods,"Cherokee, Iowa",US,2020,,,,,27871,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Lotus Bakeries,"Mebane, North Carolina",US,2019,,,,,12077,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Magnolia Botanicals,"Ridgeville, CS",US,2019,3.2,USD,3.73,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Malt Products Corp.,"Dayton, Ohio",US,2019,15.0,USD,17.49,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Mane Inc.,"Lebanon, Ohio",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Mane Inc.,"Lebanon, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Maple Leaf Foods,"London, Ontario",CA,2021,,,,,59458,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Maple Leaf Foods,"London, Ontario",CA,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Maple Leaf Foods,"Shelbyville, Indiana",US,2023,310.0,USD,303.31,,21368,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Maplehurst Bakeries,"Lebanon, Tennessee",US,2019,53.0,USD,61.81,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Mark Anthony Brewing,"Memphis, Tennessee",US,2019,12.0,USD,13.99,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Marquez Brothers,"Hanford, California",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
MARS,"Hackettstown, New Jersey",US,2021,25.0,USD,27.51,,6503,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Martin Preferred Foods,"Dallas, Texas",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Maruchan Virginia,"Chesterfield, Virginia",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Mattingly Cold Storage,"Zanesville, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
MB Roland Distillery,"Pembroke, Kentucky",US,2019,2.0,USD,2.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
McCain Foods,"Burley, Idaho",US,2019,200.0,USD,233.23,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
McCain Foods,"Caldwell, Idaho",US,2019,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
McCain Foods,"Florenceville, NB",CA,2019,9.0,USD,10.5,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
McCain Foods,"Grand Falls, NB",CA,2021,61.0,USD,67.11,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
McCain Foods,"Othello, Washington",US,2019,300.0,USD,349.84,,15794,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
McCall Farms,"Effingham, South Carolina",US,2019,50.0,USD,58.31,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
MegaFit Meals,"Benton, Kentucky",US,2019,3.0,USD,3.5,,1486,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
MG Foods,"Melbourne, Florida",US,2019,2.0,USD,2.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Michael Foods,"Gaylord, Minnesota",US,2020,,,,,372,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Michael Foods,"Norwalk, Iowa",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Michael Foods,"Norwalk, Iowa",US,2019,,,,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Michael Foods,"Wakefield, Nebraska",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Michigan Milk Producers,"Constantine, Michigan",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Michter's,"Louisville, Kentucky",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
MolsonCoors,"Montréal, Ontario",CA,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Mondelez,"Hamilton, Ontario",CA,2019,35.0,USD,40.81,,2508,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Monin Americas,"Sparks, Nevada",US,2020,27.0,USD,31.1,,10684,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Monogram Food Solutions,"Martinsville, Virginia",US,2019,30.0,USD,34.98,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Montana Specialties Mills LLC,"Great Falls, Montana",US,2019,20.0,USD,23.32,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
More Than a Bakery,"Versailles, Kentucky",US,2019,20.0,USD,23.32,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
More Than Gourmet,"Akron, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Mother Murphy's,"Greensboro, North Carolina",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Mountaire,"Siler City, North Carolina",US,2019,170.0,USD,198.24,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
MycoTechnology Inc.,"Aurora, Colorado",US,2019,,,,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
National Property Holdings/Domino's,"Katy, Texas",US,2020,,,,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
NC Food Innovation Lab,"Kannapolis, North Carolina",US,2019,7.0,USD,8.16,,1301,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Nestlé,"Anderson, Indiana",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Nestlé,"Bakersfield, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Nestlé,"Danville, Virginia",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Nestlé,"Gaffney, South Carolina",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Nestlé,"Little Chute, Wisconsin",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Nestlé,"Modesto, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Nestlé Purina,"Allentown, Pennsylvania",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Nestlé Purina,"Flagstaff, Arizona",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Nestlé Purina,"Hartwell, Georgia",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Nestlé Waters North America,"Cabazon, California",US,2019,2.0,USD,2.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Nestlé Waters North America,"High Springs, Florida",US,2020,12.0,USD,13.82,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Nestlé Waters North America,"Houston, Texas",US,2019,1.0,USD,1.17,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
NewCold,"Burley, Idaho",US,2019,90.0,USD,104.95,,16723,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Newly Weds Foods,"Chicago, Illinois",US,2020,50.0,USD,57.6,,23226,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Newly Weds Foods,"Chicago, Illinois",US,2020,10.0,USD,11.52,,3716,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Niagara Bottling,"Jeffersonville, Indiana",US,2019,56.0,USD,65.3,,43572,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Niagara Bottling,"Kansas City, Missouri",US,2019,68.0,USD,79.3,,39019,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Niagara Bottling,"Rialto, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Niagara Bottling,"Seguin, Texas",US,2019,21.0,USD,24.49,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Niagara Bottling,"Temple, Texas",US,2019,90.0,USD,104.95,,41806,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
NomNomNow,"Nashville, Tennessee",US,2019,2.0,USD,2.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Nongshim,"Corona, California",US,2021,200.0,USD,220.05,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Nordic Aquafarms,"Eureka, California",US,2019,400.0,USD,466.45,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Northern Wind,"New Bedford, Massachusetts",US,2019,5.0,USD,5.83,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Nutraceutical Powder Blending Co.,"Aurora, Illinois",US,2019,4.0,USD,4.66,,1115,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Oatly,"Ogden, Utah",US,2019,40.0,USD,46.65,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Octopi Brewing,"Waunakee, Wisconsin",US,2019,11.0,USD,12.83,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
OFD Foods,"Albany, New York",US,2019,8.0,USD,9.33,,1022,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
OFD Foods,"Henrietta, New York",US,2019,25.0,USD,29.15,,4645,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Old Trapper Smoked Products,"Forest Grove, Oregon",US,2019,,,,,7432,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Osceola Foods,"Osceola, Iowa",US,2020,,,,,2230,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Peer Foods,"Edinburgh, Indiana",US,2020,14.0,USD,16.13,,5760,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Perdue Farms,"Dillon, South Carolina",US,2019,25.0,USD,29.15,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Perdue Farms,"Perry, Georgia",US,2019,,,,,7432,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Performance Food Group,"Gilroy, California",US,2019,,,,,17652,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Performance Food Group,"Portland, Oregon",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Performance Food Group,"Twinsburg, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Performance Food Group/Vistar,"Mt. Olive, New Jersey",US,2019,,,,,19974,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Performance Food Group/Vistar,"Riverside, Missouri",US,2019,,,,,3530,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Performance Pet,"Mitchell, South Dakota",US,2019,,,,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Petsource by Scoular,"Seward, Nebraska",US,2020,57.0,USD,65.66,,9755,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Phillips Foods,"Baltimore, Maryland",US,2019,,,,,1394,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
PHM Brands,"Michigan City, Indiana",US,2019,6.0,USD,7.0,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Pinnacle Foods,"Denver, Colorado",US,2020,4.0,USD,4.61,,12542,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Pinnacle Foods,"Hagerstown, Maryland",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Plenty,"Compton, California",US,2021,,,,,8083,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Plumrose USA,"Moberly, Missouri",US,2021,39.0,USD,42.91,,11613,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Poultry Products Northeast,"Londonderry, New Hampshire",US,2020,20.0,USD,23.04,,10219,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Prairie View A&M U Meat Processing Lab,"Prairie View, Texas",US,2020,8.0,USD,9.22,,743,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Preferred Freezer Services,"Portsmouth, Virginia",US,2019,60.0,USD,69.97,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Premium Iowa Pork,"Luverne, Minnesota",US,2019,32.0,USD,37.32,,1208,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Prestage Foods of Iowa,"Eagle Grove, Iowa",US,2019,,,,,58064,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Pretzels Inc.,"Plymouth, Indiana",US,2020,,,,,11148,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Proliant,"St Johns, Michigan",US,2021,,,,,6596,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
PURIS,"Harrold, South Dakota",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Purnell Old Folks Sausage,"Simpsonville, Kentucky",US,2019,2.0,USD,2.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Quality Sausage QOZ,"Dallas, Texas",US,2021,,,,,10312,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
QuikTrip,"Belton, Missouri",US,2019,12.0,USD,13.99,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
QuikTrip,"Midlothian, Texas",US,2019,2.0,USD,2.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
QuikTrip,"Midlothian, Texas",US,2019,23.0,USD,26.82,,4552,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
QuikTrip,"Pendergrass, Georgia",US,2020,6.0,USD,6.91,,5203,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
QuikTrip,"Tolleson, Arizona",US,2020,4.0,USD,4.61,,1208,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Rabbit Hole Spirits,"Campbellsburg, Kentucky",US,2019,50.0,USD,58.31,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Ramar Foods,"Kapolei, Hawaii",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Readington Farms,"Easton, Pennsylvania",US,2019,250.0,USD,291.53,,32516,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Ready Seafood,"Saco, Maine",US,2019,15.0,USD,17.49,,4645,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Red Bull,"Glendale, Arizona",US,2019,700.0,USD,816.3,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Refresco,"Fort Gibson, Oklahoma",US,2019,12.0,USD,13.99,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Reinhart Foodservice,"Bowling Green, Kentucky",US,2019,,,,,7804,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Reser's Fine Foods,"Halifax, North Carolina",US,2019,3.0,USD,3.5,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Reser's Fine Foods,"Topeka, Kansas",US,2019,20.0,USD,23.32,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Resonate Foods,"Lyon, Kentucky",US,2019,2.0,USD,2.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Reyes Holdings/Great Lakes Coca-Cola Bottling,"Eagan, Minnesota",US,2019,,,,,7432,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
RiceWrap Foods,"Butner, North Carolina",US,2019,10.0,USD,11.66,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Richard's Cajun Foods,"Church Point, Louisiana",US,2019,3.0,USD,3.5,,2601,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Riviana Foods,"Memphis, Tennessee",US,2019,22.0,USD,25.65,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Riviana Foods,"Memphis, Tennessee",US,2019,27.0,USD,31.49,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Rosina Food Products,"West Seneca, New York",US,2019,58.0,USD,67.64,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Royal Canin/subsidiary Mars Petcare,"North Sioux City, South Dakota",US,2019,100.0,USD,116.61,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Rudolph Foods,"Lima, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Ruiz Food Products Inc.,"Florence, South Carolina",US,2019,,,,,15794,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Sabra,"Colonial Heights, Virginia",US,2019,10.0,USD,11.66,,3530,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Sabra Dipping Co.,"South Chesterfield, Virginia",US,2019,9.0,USD,10.5,,3716,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Sabra Dipping Co.,"South Chesterfield, Virginia",US,2020,2.0,USD,2.3,,929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Salt Marsh Brewing,"Port Royal, South Carolina",US,2019,5.0,USD,5.83,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Samuel Adams,"Cincinnati, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Samuel Adams,"Cincinnati, Ohio",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Sandstone Springs,"Niagara Falls, New York",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Saputo Dairy Foods USA,"Carrollton, Kentucky",US,2019,2.0,USD,2.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Saratoga Food Specialties,"Bolingbrook, Illinois",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Saratoga Food Specialties,"Bolingbrook, Illinois",US,2019,3.0,USD,3.5,,186,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Saturn Petcare,"Terre Haute, Indiana",US,2020,38.0,USD,43.77,,32516,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Savoie's Foods,"St. Landry, Louisiana",US,2019,13.0,USD,15.16,,3809,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Sazerac,"New Albany, Indiana",US,2021,66.0,USD,72.62,,42735,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Scannell Properties/Northeast Coca-Cola,"S. Windsor, Connecticut",US,2019,,,,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Schreiber Foods,"Logan, Utah",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Seaboard Foods,"Guymon, Oklahoma",US,2020,,,,,17652,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Sedes Soy Crush,"Caruthersville, Missouri",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Simmons Foods,"Siloam Springs, Arkansas",US,2019,300.0,USD,349.84,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Simmons Pet Food,"Emporia, Kansas",US,2019,60.0,USD,69.97,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Simmons Prepared Foods,"Decatur, Arkansas",US,2019,300.0,USD,349.84,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Simmons Prepared Foods,"Decatur, Arkansas",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Simplot,"Caldwell, Idaho",US,2020,,,,,16723,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Simplot,"Grand Forks, North Dakota",US,2020,,,,,12542,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Simplot,"Portage la Prairie, Manitoba",CA,2019,345.0,USD,402.32,,26013,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Smart Baking Company,"Debary, Florida",US,2019,1.0,USD,1.17,,4645,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Smithfield - Farmer John,"Vernon, California",US,2019,,,,,836,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Smithfield Foods,"Clinton, North Carolina",US,2019,15.0,USD,17.49,,1579,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Smithfield Foods,"Principio, Maryland",US,2019,,,,,39019,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Smithfield Foods,"Sioux Falls, South Dakota",US,2019,45.0,USD,52.48,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Smithfield Foods,"Tar Heel, North Carolina",US,2019,100.0,USD,116.61,,46452,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
SmithFoods,"Richmond, Indiana",US,2019,9.0,USD,10.5,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Smith's Food & Drug Stores,"Henderson, Nevada",US,2019,14.0,USD,16.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Smucker's Foods of Canada Corp.,"Sherbrooke, Quebec",CA,2019,12.0,USD,13.99,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Snackwerks,"Battle Creek, Michigan",US,2019,4.0,USD,4.66,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
SoChatti,"Indianapolis, Indiana",US,2019,,,,,1208,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
SOPACKO,"Mullins, South Carolina",US,2019,13.0,USD,15.16,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Southeastern Mills,"Rome, Georgia",US,2019,6.0,USD,7.0,,13006,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Southern Coffee Services,"Lexington, Mississippi",US,2019,2.0,USD,2.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Southern Visions,"Bay Minette, Alabama",US,2019,24.0,USD,27.99,,11613,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Southwest Cheese,"Clovis, New Mexico",US,2019,,,,,10126,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
SpartanNash,"Fargo, North Dakota",US,2019,10.0,USD,11.66,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Specialty Cheese Co.,"Reeseville, Wisconsin",US,2019,2.0,USD,2.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Specialty Foods Group (aka Field Packing Div.),"Owensboro, Kentucky",US,2019,8.0,USD,9.33,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
SSI Foods,"Amarillo, Texas",US,2019,42.0,USD,48.98,,6968,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
